radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,649,1,102,15052,-1,18.2157,-20.6827,6992,5,1,1690800047,1735191429,0
GSM,649,1,112,4135,-1,18.108,-19.6029,1759,5,1,1690805540,1735108209,0
GSM,649,1,112,12272,-1,18.1076,-19.6059,7371,8,1,1690805540,1735108209,0
GSM,649,1,112,4132,-1,18.1085,-19.6177,6061,7,1,1690805540,1735108209,0
GSM,649,1,112,4133,-1,18.0812,-19.5975,7831,6,1,1690806441,1725601304,0
GSM,649,1,112,4136,-1,18.0543,-19.5995,5723,3,1,1690806441,1693748989,0
GSM,649,1,112,17903,-1,18.0932,-19.6174,7841,6,1,1690806441,1735108209,0
GSM,649,1,112,16191,-1,17.8743,-19.7284,1000,1,1,1690807315,1690807315,0
GSM,649,1,112,13901,-1,17.8743,-19.7284,1000,1,1,1690807315,1690807315,0
GSM,649,1,112,15031,-1,17.8743,-19.7284,1000,1,1,1690807315,1690807315,0
GSM,649,1,112,13900,-1,17.8743,-19.7284,1000,1,1,1690807315,1690807315,0
GSM,649,1,112,3310,-1,17.8743,-19.7284,1000,1,1,1690807315,1690807315,0
GSM,649,3,20114,19481,-1,17.7124,-19.265,1000,2,1,1690814971,1700285975,0
GSM,649,3,20114,19483,-1,17.6658,-19.2347,1000,2,1,1690815490,1693193549,0
GSM,649,3,20115,14021,-1,16.5931,-18.3702,4178,3,1,1690842930,1700286029,0
GSM,649,3,20115,14022,-1,16.5619,-18.3441,4870,3,1,1690842930,1700286029,0
GSM,649,3,20115,14023,-1,16.5652,-18.3472,5353,4,1,1690842930,1700286029,0
GSM,649,3,20115,14032,-1,16.4341,-18.2355,6574,5,1,1690843875,1700286035,0
GSM,649,3,20115,14043,-1,16.3434,-18.1587,6259,4,1,1690844750,1700286038,0
GSM,649,3,20115,14053,-1,16.2124,-18.0479,7374,4,1,1690845646,1700286038,0
GSM,649,3,20115,14072,-1,16.0508,-17.947,3148,5,1,1690846581,1700286046,0
GSM,649,3,20115,14093,-1,15.9817,-17.8955,2499,3,1,1690848458,1700286049,0
GSM,649,3,20115,14092,-1,16.0075,-17.9126,5327,4,1,1690848458,1700286042,0
GSM,649,3,20115,18053,-1,15.9817,-17.8955,2499,3,1,1690848458,1700286049,0
GSM,649,3,20115,17131,-1,15.8943,-17.3873,1000,6,1,1690874445,1700976918,0
GSM,649,3,20111,61442,-1,17.1214,-22.5817,1000,2,1,1690940280,1712119098,0
GSM,649,3,20111,61441,-1,17.1214,-22.5817,1000,2,1,1690940280,1712119098,0
GSM,649,3,20111,61443,-1,17.1214,-22.5817,1000,2,1,1690940280,1712119098,0
GSM,649,3,20111,60112,-1,17.1102,-22.5762,1744,5,1,1690940280,1712119098,0
GSM,649,3,20112,10281,-1,17.6895,-22.4077,9242,6,1,1690942996,1712119113,0
GSM,649,3,20111,10072,-1,17.7083,-22.4012,6357,5,1,1690942996,1712119116,0
GSM,649,1,116,10981,-1,18.9523,-22.4365,5433,17,1,1690948547,1736577825,0
GSM,649,1,123,2061,-1,24.288,-17.4887,1000,1,1,1691634041,1691634041,0
GSM,649,1,123,3023,-1,24.288,-17.4887,1000,1,1,1691634041,1691634041,0
GSM,649,1,123,3121,-1,24.177,-17.6424,1000,1,1,1691636841,1691636841,0
GSM,649,1,123,2063,-1,24.177,-17.6424,1000,1,1,1691636841,1691636841,0
GSM,649,3,20116,16201,-1,21.5562,-18.108,1000,1,1,1691722047,1691722047,0
GSM,649,3,20116,16202,-1,21.4531,-18.0931,1000,1,1,1691723010,1691723010,0
GSM,649,1,106,2002,-1,20.969,-18.0364,1000,1,1,1691724790,1691724790,0
GSM,649,1,106,2000,-1,20.969,-18.0364,1000,1,1,1691724790,1691724790,0
GSM,649,1,106,4012,-1,20.3724,-17.9411,1000,1,1,1691728903,1691728903,0
GSM,649,1,106,13565,-1,19.9444,-17.9354,1000,1,1,1691730701,1691730701,0
GSM,649,1,106,13564,-1,19.9444,-17.9354,1000,1,1,1691730701,1691730701,0
GSM,649,1,106,4401,-1,19.7709,-17.9268,1000,1,1,1691732499,1691732499,0
GSM,649,1,106,4403,-1,19.7702,-17.9301,1000,1,1,1691731601,1691731601,0
GSM,649,1,106,2633,-1,19.7702,-17.9301,1000,1,1,1691731601,1691731601,0
GSM,649,1,106,17912,-1,19.7488,-17.9251,1000,1,1,1691799697,1691799697,0
GSM,649,1,106,17911,-1,19.7488,-17.9251,1000,1,1,1691799697,1691799697,0
GSM,649,1,106,1112,-1,19.7709,-17.9268,1000,1,1,1691732499,1691732499,0
GSM,649,1,106,17913,-1,19.7446,-17.9291,1000,1,1,1691800648,1691800648,0
GSM,649,1,106,17915,-1,19.7446,-17.9291,1000,1,1,1691800648,1691800648,0
GSM,649,1,106,17914,-1,19.7488,-17.9251,1000,1,1,1691799697,1691799697,0
GSM,649,1,106,12331,-1,19.6509,-18.0352,1000,1,1,1691801532,1691801532,0
GSM,649,1,106,2920,-1,19.3371,-18.3564,1000,1,1,1691803331,1691803331,0
GSM,649,1,106,13540,-1,19.1476,-18.5619,1000,1,1,1691804394,1691804394,0
GSM,649,1,112,18121,-1,18.1044,-19.5682,1000,5,1,1691813418,1727065971,0
GSM,649,1,112,17904,-1,18.1052,-19.5686,1000,4,1,1691813418,1727065971,0
GSM,649,1,112,1913,-1,17.8319,-19.3181,9956,4,1,1691821594,1735108202,0
GSM,649,1,112,15991,-1,17.6539,-19.2239,1884,4,1,1691822403,1716698109,0
GSM,649,3,20114,13103,-1,16.8083,-20.2783,1000,2,1,1691981430,1703396254,0
GSM,649,3,20112,13083,-1,16.6762,-20.4307,3669,2,1,1691982335,1703396251,0
GSM,649,3,20112,13081,-1,16.6529,-20.4554,1000,1,1,1691982335,1691982335,0
GSM,649,3,20112,13383,-1,16.6762,-20.4307,3669,2,1,1691982335,1703396251,0
GSM,649,3,20112,13551,-1,16.6762,-20.4307,3669,2,1,1691982335,1703396251,0
GSM,649,3,20112,13082,-1,16.6529,-20.4554,1000,1,1,1691982335,1691982335,0
GSM,649,3,20112,17563,-1,16.6529,-20.4554,1000,1,1,1691982335,1691982335,0
GSM,649,3,20112,17453,-1,16.6762,-20.4307,3669,2,1,1691982335,1703396251,0
GSM,649,3,20112,13442,-1,16.8812,-21.8092,1000,1,1,1691989839,1691989839,0
GSM,649,3,20112,13441,-1,16.8812,-21.8092,1000,1,1,1691989839,1691989839,0
GSM,649,3,20111,60612,-1,17.0702,-22.4129,1000,1,1,1691996801,1691996801,0
GSM,649,3,20111,60013,-1,17.0824,-22.5714,1000,1,1,1691997706,1691997706,0
GSM,649,3,20111,61023,-1,17.0792,-22.5744,1000,2,1,1691997706,1712119000,0
GSM,649,3,20111,61022,-1,17.0824,-22.5714,1000,1,1,1691997706,1691997706,0
GSM,649,3,20111,60291,-1,17.0824,-22.5714,1000,1,1,1691997706,1691997706,0
GSM,649,3,20111,60012,-1,17.0824,-22.5714,1000,1,1,1691997706,1691997706,0
GSM,649,3,20111,60011,-1,17.0824,-22.5714,1000,1,1,1691997706,1691997706,0
GSM,649,3,20111,60033,-1,17.0824,-22.5714,1000,1,1,1691997706,1691997706,0
GSM,649,3,20111,60342,-1,17.1044,-22.5768,1000,2,1,1691998609,1712032470,0
GSM,649,1,122,16582,-1,15.9228,-17.6298,4128,3,1,1692761265,1735108136,0
GSM,649,1,122,3343,-1,15.9278,-17.6435,6854,4,1,1692761265,1735108136,0
GSM,649,1,122,20192,-1,15.9107,-17.6122,1000,1,1,1692761265,1692761265,0
GSM,649,1,122,16592,-1,15.9658,-17.7481,2866,3,1,1692762140,1735108139,0
GSM,649,3,20115,14041,-1,16.405,-18.2109,2454,2,1,1692765840,1700286035,0
GSM,649,3,20115,14042,-1,16.405,-18.2109,2454,2,1,1692765840,1700286035,0
GSM,649,1,107,3212,-1,16.9218,-18.4698,1000,1,1,1692768791,1692768791,0
GSM,649,1,112,1723,-1,17.1665,-18.6195,1000,3,1,1692770447,1716612000,0
GSM,649,1,112,3963,-1,17.6866,-19.247,2788,4,1,1692774897,1735108200,0
GSM,649,1,112,3962,-1,17.7422,-19.2742,5334,5,1,1692774897,1727065962,0
GSM,649,1,112,17901,-1,18.101,-19.5663,2175,6,1,1692777666,1727065971,0
GSM,649,1,112,12271,-1,18.1041,-19.568,1000,6,1,1692777666,1727065971,0
GSM,649,3,20114,13461,-1,18.2107,-20.3609,5180,5,1,1692781782,1703396300,0
GSM,649,3,20114,13462,-1,18.2134,-20.3496,2393,4,1,1692781782,1703396300,0
GSM,649,1,102,19860,-1,18.223,-20.951,7521,7,1,1692784936,1735191434,0
GSM,649,1,102,15013,-1,18.2725,-20.9993,5046,7,1,1692784936,1727154793,0
GSM,649,1,102,15012,-1,18.3045,-21.0003,19256,9,1,1692784936,1735191436,0
GSM,649,1,116,14264,-1,18.7741,-21.1436,1098,3,1,1692790605,1725601216,0
GSM,649,1,116,16163,-1,18.7949,-21.2176,8841,9,1,1692791444,1735191449,0
GSM,649,1,116,16162,-1,18.7884,-21.2076,7274,7,1,1692791444,1735191447,0
GSM,649,1,116,3052,-1,18.8975,-21.3896,11406,8,1,1692792369,1735191452,0
GSM,649,1,116,3453,-1,18.9455,-21.4501,7858,2,1,1692792369,1725514817,0
GSM,649,1,116,11786,-1,19.0546,-22.0781,9139,7,1,1692795983,1735191463,0
GSM,649,1,116,1332,-1,19.0027,-22.4313,4213,10,1,1693141810,1736491331,0
GSM,649,1,116,11963,-1,18.983,-22.445,3338,13,1,1693141810,1736491331,0
GSM,649,1,112,4131,-1,18.098,-19.5686,2326,5,1,1693184472,1727065971,0
GSM,649,1,112,4134,-1,18.0918,-19.5718,1605,2,1,1693184472,1725601318,0
GSM,649,3,20114,14231,-1,17.5334,-19.146,1000,1,1,1693194473,1693194473,0
GSM,649,3,20115,14062,-1,16.1766,-18.0181,3559,3,1,1693207257,1700286038,0
GSM,649,3,20115,14064,-1,16.1766,-18.0181,3559,3,1,1693207257,1700286042,0
GSM,649,3,20115,14061,-1,16.1508,-17.9976,1000,1,1,1693207257,1693207257,0
GSM,649,3,20115,18051,-1,16.0424,-17.9429,1543,3,1,1693210185,1700286046,0
GSM,649,3,20115,17323,-1,15.9412,-17.6573,1000,2,1,1693213073,1700286057,0
GSM,649,1,122,20171,-1,15.9012,-17.5024,2381,5,1,1693214159,1735108133,0
GSM,649,1,122,16551,-1,15.9012,-17.503,2122,5,1,1693214159,1735108133,0
GSM,649,1,122,4122,-1,15.903,-17.5235,3346,6,1,1693214159,1725601450,0
GSM,649,1,122,16553,-1,15.9023,-17.5227,2645,6,1,1693214159,1735108133,0
GSM,649,1,122,4125,-1,15.9023,-17.5232,1593,2,1,1693214159,1725601450,0
GSM,649,1,122,20172,-1,15.9013,-17.5076,2958,4,1,1693214159,1735108133,0
GSM,649,1,108,13721,-1,15.8891,-17.382,7529,19,1,1693220961,1734763753,0
GSM,649,1,108,12301,-1,15.8885,-17.38,7295,19,1,1693216484,1734763753,0
GSM,649,1,108,19633,-1,15.8917,-17.3874,2258,15,1,1693225726,1734763753,0
GSM,649,1,108,18791,-1,15.8931,-17.3891,1161,8,1,1693215668,1726290235,0
GSM,649,1,108,19951,-1,15.8903,-17.384,3295,13,1,1693215668,1734763753,0
GSM,649,1,108,18793,-1,15.8918,-17.3926,1694,5,1,1693246542,1726117774,0
GSM,649,1,107,4073,-1,15.9058,-17.5433,1453,3,1,1693721652,1716611925,0
GSM,649,1,122,16552,-1,15.9052,-17.5381,3044,5,1,1693721652,1735108133,0
GSM,649,3,20115,18052,-1,15.9826,-17.9052,1489,2,1,1693724348,1700286049,0
GSM,649,1,112,15032,-1,18.2058,-20.4322,3858,2,1,1693755326,1716007003,0
GSM,649,3,20112,18642,-1,19.3694,-22.3403,4360,5,1,1700174423,1712032425,0
GSM,649,3,20112,18641,-1,19.4433,-22.3391,7473,5,1,1700174423,1712032424,0
GSM,649,3,20112,18612,-1,18.8019,-21.2324,4278,2,1,1700184320,1703396315,0
GSM,649,3,20112,18613,-1,18.7788,-21.2005,1000,2,1,1700184320,1703396315,0
GSM,649,3,20112,18611,-1,18.7788,-21.2005,1000,2,1,1700184320,1703396315,0
GSM,649,3,20114,14001,-1,17.5927,-19.2078,1000,1,1,1700202346,1700202346,0
GSM,649,3,20114,14222,-1,17.7994,-19.2866,1000,1,1,1700201003,1700201003,0
GSM,649,3,20114,14201,-1,17.5927,-19.2078,1000,1,1,1700202346,1700202346,0
GSM,649,3,20115,14112,-1,17.0699,-18.5105,1000,1,1,1700210480,1700210480,0
GSM,649,3,20115,14051,-1,16.3148,-18.1345,1000,1,1,1700215845,1700215845,0
GSM,649,3,20115,14211,-1,16.1891,-18.0282,1000,1,1,1700216797,1700216797,0
GSM,649,3,20115,14071,-1,16.0525,-17.948,1000,1,1,1700217687,1700217687,0
GSM,649,3,20115,17182,-1,15.9018,-17.5264,1000,2,1,1700245638,1700372120,0
GSM,649,3,20115,17082,-1,15.8932,-17.4559,1000,1,1,1700265452,1700265452,0
GSM,649,1,100,2552,-1,17.1266,-22.5816,1878,3,1,1700665422,1732949028,0
GSM,649,1,100,2551,-1,17.1207,-22.5789,1535,4,1,1700665422,1730183961,0
GSM,649,1,103,20002,-1,17.0067,-22.1927,9663,4,1,1700668903,1720070561,0
GSM,649,1,103,20003,-1,16.9836,-22.1378,3022,3,1,1700668903,1720070707,0
GSM,649,1,103,1263,-1,16.9018,-22.0019,1000,2,1,1700669808,1720070564,0
GSM,649,1,103,1262,-1,16.9018,-22.0019,1000,2,1,1700669808,1720070564,0
GSM,649,1,103,16604,-1,16.9197,-21.9935,1339,2,1,1700706425,1720070703,0
GSM,649,1,113,2761,-1,17.0694,-22.5795,1000,1,1,1700710025,1700710025,0
GSM,649,1,103,1692,-1,17.2488,-22.5509,6170,10,1,1700711870,1736577793,0
GSM,649,1,116,19353,-1,18.9803,-22.4468,1000,2,1,1700722700,1732949059,0
GSM,649,1,103,1693,-1,17.1853,-22.5672,3779,2,1,1702254304,1730548361,0
GSM,649,1,113,11352,-1,17.0917,-22.6232,1000,1,1,1702262404,1702262404,0
GSM,649,1,113,16901,-1,17.0727,-22.6217,1000,1,1,1702266025,1702266025,0
GSM,649,1,113,16902,-1,17.0917,-22.6232,1000,1,1,1702262404,1702262404,0
GSM,649,1,113,2762,-1,17.0806,-22.5926,1000,1,1,1702339925,1702339925,0
GSM,649,1,113,3792,-1,17.0813,-22.5793,1000,2,1,1702345304,1706765807,0
GSM,649,1,103,4471,-1,17.1627,-22.5753,2945,6,1,1702347118,1736577790,0
GSM,649,1,113,17842,-1,17.1351,-22.5826,1000,1,1,1702347118,1702347118,0
GSM,649,1,113,3782,-1,17.0696,-22.5356,1000,1,1,1703206796,1703206796,0
GSM,649,1,103,2682,-1,16.929,-22.0797,1000,1,1,1703211333,1703211333,0
GSM,649,3,20112,18502,-1,18.1557,-22.3553,11227,3,1,1703213997,1712119126,0
GSM,649,3,20111,60511,-1,17.0299,-22.2633,1000,1,1,1703226581,1703226581,0
GSM,649,3,20111,60321,-1,17.1428,-22.5723,6479,3,1,1703218478,1712118996,0
GSM,649,3,20111,61181,-1,17.1978,-22.5603,1000,1,1,1703218478,1703218478,0
GSM,649,3,20111,60262,-1,17.0717,-22.5296,1000,1,1,1703221230,1703221230,0
GSM,649,3,20111,60263,-1,17.0735,-22.5379,1000,1,1,1703220312,1703220312,0
GSM,649,3,20111,60851,-1,17.0747,-22.5577,2209,2,1,1703220312,1712119010,0
GSM,649,3,20111,60261,-1,17.0778,-22.5298,1000,1,1,1703223898,1703223898,0
GSM,649,3,20111,12182,-1,17.0735,-22.5379,1000,1,1,1703220312,1703220312,0
GSM,649,3,20111,61242,-1,17.0778,-22.5298,1000,1,1,1703223898,1703223898,0
GSM,649,3,20111,60343,-1,17.0778,-22.5298,1000,1,1,1703223898,1703223898,0
GSM,649,3,20111,62371,-1,17.0778,-22.5298,1000,1,1,1703223898,1703223898,0
GSM,649,3,20111,61241,-1,17.0778,-22.5298,1000,1,1,1703223898,1703223898,0
GSM,649,3,20111,61243,-1,17.0784,-22.5013,1000,1,1,1703224801,1703224801,0
GSM,649,1,100,1361,-1,17.0902,-22.5717,1000,2,1,1703224143,1706765823,0
GSM,649,1,100,1363,-1,17.0882,-22.5722,1000,2,1,1703223242,1706765824,0
GSM,649,3,20111,60443,-1,17.0778,-22.5298,1000,1,1,1703223898,1703223898,0
GSM,649,1,115,3683,-1,17.0869,-22.5527,1000,1,1,1703222327,1703222327,0
GSM,649,1,115,1383,-1,17.0934,-22.557,1000,3,1,1703222327,1730548358,0
GSM,649,1,100,1362,-1,17.0889,-22.5731,1000,3,1,1703224143,1726548401,0
GSM,649,3,20111,60441,-1,17.0784,-22.5013,1000,1,1,1703224801,1703224801,0
GSM,649,3,20111,12051,-1,17.0784,-22.5013,1000,1,1,1703224801,1703224801,0
GSM,649,3,20111,60341,-1,17.0784,-22.5013,1000,1,1,1703224801,1703224801,0
GSM,649,3,20111,60652,-1,17.0784,-22.5013,1000,1,1,1703224801,1703224801,0
GSM,649,3,20111,60442,-1,17.0784,-22.5013,1000,1,1,1703224801,1703224801,0
GSM,649,3,20111,60053,-1,17.0697,-22.4019,1000,1,1,1703225719,1703225719,0
GSM,649,3,20112,60311,-1,17.0299,-22.2633,1000,1,1,1703226581,1703226581,0
GSM,649,3,20112,60312,-1,17.0299,-22.2633,1000,1,1,1703226581,1703226581,0
GSM,649,3,20112,13031,-1,16.1943,-21.9155,1000,1,1,1703234697,1703234697,0
GSM,649,3,20112,13032,-1,16.1943,-21.9155,1000,1,1,1703234697,1703234697,0
GSM,649,3,40113,12002,-1,15.8786,-21.9384,1000,1,1,1703236488,1703236488,0
GSM,649,3,40113,12001,-1,15.9709,-21.4943,1000,1,1,1703238572,1703238572,0
GSM,649,3,40113,12471,-1,15.9505,-21.7587,1000,1,1,1703237425,1703237425,0
GSM,649,3,40113,12003,-1,15.8786,-21.9384,1000,1,1,1703236488,1703236488,0
GSM,649,3,40113,12472,-1,15.8786,-21.9384,1000,1,1,1703236488,1703236488,0
GSM,649,3,40113,12473,-1,15.8786,-21.9384,1000,1,1,1703236488,1703236488,0
GSM,649,3,40113,12162,-1,15.9583,-21.4146,1000,2,1,1703239229,1703396225,0
GSM,649,3,40113,12161,-1,15.9583,-21.4146,1000,2,1,1703239229,1703396221,0
GSM,649,3,40113,12362,-1,15.3994,-21.2883,3416,2,1,1703241947,1703396208,0
GSM,649,3,40113,12361,-1,15.0516,-21.2283,1000,1,1,1703244006,1703244006,0
GSM,649,3,40113,12363,-1,15.0516,-21.2283,1000,1,1,1703244006,1703244006,0
GSM,649,3,40113,12211,-1,14.8714,-21.2204,1000,1,1,1703245512,1703245512,0
GSM,649,3,40113,12213,-1,14.8698,-21.2199,1000,1,1,1703250028,1703250028,0
GSM,649,3,40113,12212,-1,14.8169,-21.3025,1000,1,1,1703250989,1703250989,0
GSM,649,3,40113,12163,-1,15.9577,-21.4133,1000,1,1,1703309534,1703309534,0
GSM,649,3,20112,13552,-1,16.6995,-20.4059,1000,1,1,1703315984,1703315984,0
GSM,649,3,20114,13473,-1,17.071,-19.9768,1000,1,1,1703318553,1703318553,0
GSM,649,3,20114,13471,-1,17.071,-19.9768,1000,1,1,1703318553,1703318553,0
GSM,649,3,20114,13172,-1,17.1845,-19.837,1000,1,1,1703319408,1703319408,0
GSM,649,3,20114,13231,-1,17.7543,-19.7213,1000,1,1,1703324839,1703324839,0
GSM,649,3,20114,13232,-1,17.7543,-19.7213,1000,1,1,1703324839,1703324839,0
GSM,649,1,116,3251,-1,19.9996,-22.2807,1000,3,1,1706569809,1736318534,0
GSM,649,1,103,4472,-1,17.1682,-22.5739,2848,5,1,1706598665,1736577790,0
GSM,649,1,113,17843,-1,17.0829,-22.6194,1000,1,1,1706610345,1706610345,0
UMTS,649,1,334,21877971,236,15.7618,-24.6187,1000,1,1,1707036663,1707036663,0
GSM,649,1,112,2172,-1,18.2141,-20.547,17898,3,1,1711878200,1727065979,0
GSM,649,3,20112,18521,-1,18.7969,-22.4103,1000,2,1,1711920695,1712119137,0
GSM,649,3,20112,18522,-1,18.6372,-22.3919,1349,2,1,1711921614,1712119132,0
GSM,649,3,20111,60121,-1,17.1006,-22.5777,1000,1,1,1711932425,1711932425,0
GSM,649,3,20111,60151,-1,17.0831,-22.6199,1000,2,1,1711933279,1712118982,0
GSM,649,3,20111,60153,-1,17.078,-22.6205,1000,2,1,1711984679,1712118938,0
GSM,649,3,20111,61283,-1,17.0727,-22.6217,1000,2,1,1711994546,1712118863,0
GSM,649,3,20111,61123,-1,17.078,-22.6205,1000,2,1,1711957654,1712118933,0
GSM,649,3,20111,60683,-1,17.0728,-22.6217,1000,2,1,1711934195,1712118967,0
GSM,649,3,20111,60521,-1,17.0728,-22.6217,1000,2,1,1711995464,1712118848,0
GSM,649,3,20111,61122,-1,17.0832,-22.6205,1000,1,1,1711933279,1711933279,0
GSM,649,3,20111,61121,-1,17.0728,-22.6217,1000,1,1,1711934195,1711934195,0
GSM,649,3,20111,60482,-1,17.078,-22.6205,1000,2,1,1711995464,1712118848,0
GSM,649,3,20111,60132,-1,17.0728,-22.6217,1000,2,1,1711995464,1712118848,0
GSM,649,3,20111,61182,-1,17.0727,-22.6217,1000,2,1,1711995464,1712118848,0
GSM,649,1,108,19682,-1,16.1394,-17.9917,1000,1,1,1711935137,1711935137,0
GSM,649,1,108,4182,-1,16.0726,-17.958,7302,6,1,1711935860,1735108149,0
GSM,649,1,108,2622,-1,16.0898,-17.9667,7855,4,1,1711935860,1725601431,0
GSM,649,1,108,3372,-1,16.1342,-17.9904,3591,2,1,1711935860,1716007234,0
GSM,649,1,108,4185,-1,16.0592,-17.9512,5453,3,1,1711935860,1735108149,0
GSM,649,1,108,4161,-1,15.9765,-17.862,1317,4,1,1711937700,1735108143,0
GSM,649,1,108,2242,-1,15.9798,-17.8734,1000,1,1,1711937700,1711937700,0
GSM,649,1,108,2241,-1,15.9798,-17.8734,1000,1,1,1711937700,1711937700,0
GSM,649,1,122,20062,-1,15.975,-17.79,1000,1,1,1711938572,1711938572,0
GSM,649,1,122,3393,-1,15.9294,-17.6413,3247,3,1,1711939499,1735108136,0
GSM,649,3,20111,60213,-1,17.078,-22.6205,1000,2,1,1711956737,1712118948,0
GSM,649,3,20111,60412,-1,17.078,-22.6205,1000,2,1,1711956737,1712118933,0
GSM,649,3,20111,62373,-1,17.073,-22.6217,1000,1,1,1711958512,1711958512,0
GSM,649,3,20111,60322,-1,17.0724,-22.6221,1000,2,1,1711995464,1712118848,0
GSM,649,3,20111,60523,-1,17.0726,-22.6226,1000,1,1,1712021632,1712021632,0
GSM,649,3,20111,61293,-1,17.0727,-22.6217,1000,1,1,1712045052,1712045052,0
GSM,649,3,20111,61292,-1,17.083,-22.6192,1000,1,1,1712046835,1712046835,0
GSM,649,3,20111,61252,-1,17.0759,-22.5773,1000,1,1,1712027907,1712027907,0
GSM,649,3,20111,60483,-1,17.0727,-22.6217,1000,1,1,1712044132,1712044132,0
GSM,649,3,20111,60531,-1,17.0758,-22.5775,1000,1,1,1712029736,1712029736,0
GSM,649,3,20111,60533,-1,17.0758,-22.5775,1000,1,1,1712029736,1712029736,0
GSM,649,3,20111,60123,-1,17.0758,-22.5775,1000,1,1,1712029736,1712029736,0
GSM,649,3,20111,60532,-1,17.0799,-22.5773,1000,1,1,1712026135,1712026135,0
GSM,649,3,20111,61323,-1,17.0758,-22.5775,1000,1,1,1712029736,1712029736,0
GSM,649,3,20111,60553,-1,17.0759,-22.5773,1000,1,1,1712027907,1712027907,0
GSM,649,3,20111,60292,-1,17.0758,-22.5775,1000,1,1,1712029736,1712029736,0
GSM,649,3,20111,60413,-1,17.0758,-22.5775,1000,1,1,1712029736,1712029736,0
GSM,649,3,20111,61291,-1,17.0759,-22.5773,1000,1,1,1712027907,1712027907,0
GSM,649,3,20111,61161,-1,17.0759,-22.5773,1000,1,1,1712027907,1712027907,0
GSM,649,3,20111,61282,-1,17.0727,-22.6217,1000,1,1,1712043226,1712043226,0
GSM,649,3,20111,13312,-1,17.121,-22.5845,1000,1,1,1712047761,1712047761,0
GSM,649,1,107,3363,-1,15.8946,-17.3873,1000,1,1,1712091791,1712091791,0
GSM,649,1,122,16591,-1,15.9465,-17.6811,4940,4,1,1712544962,1735108139,0
GSM,649,1,108,4181,-1,16.0357,-17.9394,1376,4,1,1712547677,1735108149,0
GSM,649,1,108,4184,-1,16.0357,-17.9394,1376,4,1,1712547677,1735108149,0
GSM,649,1,108,12583,-1,16.0395,-17.9413,1000,3,1,1712547677,1735108149,0
GSM,649,1,107,2771,-1,16.4527,-18.2513,1000,2,1,1712551275,1716007228,0
GSM,649,1,112,15755,-1,17.792,-19.2834,1000,2,1,1712562094,1716698139,0
GSM,649,1,112,16173,-1,18.1094,-19.8152,11583,5,1,1712565693,1727065975,0
GSM,649,1,112,17902,-1,18.1049,-19.7997,1000,1,1,1712565693,1712565693,0
GSM,649,1,112,20371,-1,18.1974,-20.0786,6656,6,1,1712567533,1735108213,0
GSM,649,1,112,2153,-1,18.1942,-20.0542,20765,5,1,1712567533,1735108224,0
GSM,649,1,112,2171,-1,18.2061,-20.1968,19094,5,1,1712568389,1727065978,0
GSM,649,1,116,11852,-1,19.0513,-21.7352,3976,3,1,1715870667,1727154870,0
GSM,649,1,116,14832,-1,18.8,-21.2509,1000,1,1,1715874432,1715874432,0
GSM,649,1,102,3222,-1,18.2092,-20.7825,10576,2,1,1715878761,1735191429,0
GSM,649,1,102,3221,-1,18.2135,-20.3551,1000,1,1,1715903085,1715903085,0
GSM,649,1,112,3582,-1,17.6602,-19.2281,1000,3,1,1715931041,1725601360,0
GSM,649,1,122,3341,-1,15.9018,-17.5292,1000,1,1,1716531251,1716531251,0
GSM,649,1,122,3391,-1,15.9018,-17.5292,1000,1,1,1716531251,1716531251,0
GSM,649,1,122,2262,-1,15.9668,-17.7474,1000,1,1,1716533923,1716533923,0
GSM,649,1,108,2623,-1,16.0109,-17.9023,5943,2,1,1716534884,1727065931,0
GSM,649,1,108,4171,-1,15.9833,-17.8845,2795,2,1,1716534884,1727065928,0
GSM,649,1,108,4173,-1,15.9892,-17.9162,1000,1,1,1716536660,1716536660,0
GSM,649,1,107,4223,-1,16.8013,-18.449,1000,1,1,1716544757,1716544757,0
GSM,649,1,112,3583,-1,17.6046,-19.1776,19567,4,1,1716574482,1735108190,0
GSM,649,1,112,15741,-1,17.6592,-19.2265,1000,1,1,1716592522,1716592522,0
GSM,649,1,112,11865,-1,17.7912,-19.2831,1000,2,1,1716594293,1725601357,0
GSM,649,1,103,17622,-1,17.2366,-22.5526,1000,1,1,1719947546,1719947546,0
GSM,649,1,103,17623,-1,17.2306,-22.5539,1000,2,1,1719947546,1734933582,0
GSM,649,1,103,4672,-1,16.9662,-22.1159,1000,1,1,1719983315,1719983315,0
GSM,649,1,115,1382,-1,17.0959,-22.5572,1000,1,1,1719986021,1719986021,0
GSM,649,1,123,29692,-1,25.2417,-17.8005,1000,1,1,1721604865,1721604865,0
GSM,649,1,116,14831,-1,18.5236,-21.0278,1000,1,1,1725485174,1725485174,0
GSM,649,1,107,12073,-1,16.5625,-18.3446,3020,2,1,1725519188,1735108161,0
GSM,649,1,107,20311,-1,16.3258,-18.1437,1000,1,1,1725522040,1725522040,0
GSM,649,1,108,4183,-1,16.0242,-17.9336,1000,1,1,1725525751,1725525751,0
GSM,649,1,108,13353,-1,15.957,-17.6985,1000,1,1,1725528618,1725528618,0
GSM,649,1,122,20202,-1,15.9583,-17.7111,1405,2,1,1725528618,1735108139,0
GSM,649,1,108,20083,-1,15.957,-17.6985,1000,1,1,1725528618,1725528618,0
